Start of new run - 12/13/2011 11:49:38 AM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
1	0.63932107496464	200	0	190.79092839987	86.527569290495	-69.739928725147	22.836674129641
2	0.71022727272727	200	0	136.21262981408	75.300362203175	-21.121324753465	49.250352098255
3	0.68803418803419	200	0	143.17451586704	97.709871398661	-13.000034884406	62.894046999143
4	0.77446808510638	200	0	54.535319535459	104.76058440398	-107.53782224111	-37.826017616817
5	0.63661971830986	200	0	200	16.720104804873	-47.27517814273	40.591937206801
6	0.69602272727273	200	0	156.01185144715	61.828147373837	-75.893173221389	-10.852424796949
7	0.66284074605452	200	0	200	84.046079817431	-69.056945954368	36.587208875627
8	0.73997233748271	200	0	99.629631247744	83.958725033932	-58.315036104634	-22.140439101595
9	0.71001494768311	200	0	129.50164611334	81.700019074593	-30.6738995604	-39.955685738111
10	0.71671388101983	200	0	141.75486768544	65.12451215365	-85.915477792585	-25.636600314845
1	0.70741758241758	200	0	155.60300843732	77.874812361445	-62.765935852632	-35.187919962546
2	0.67039106145251	200	0	164.37926561315	67.770325982857	-19.009192278118	28.166635799064
3	0.69156293222683	200	0	164.62785395755	81.806781346237	-11.700031395965	21.453338090511
4	0.78303198887344	200	0	20.491903680324	94.284525963586	-96.784040017002	-34.043415855135
5	0.67711171662125	200	0	200	15.048094324385	-42.547660328457	2.0277772423197
6	0.70042796005706	200	0	133.59842693313	55.645332636453	-68.30385589925	-22.413424514019
7	0.64790764790765	200	0	200	75.641471835688	-62.151251358931	11.763814257948
8	0.73371104815864	200	0	63.08892659415	75.562852530539	-52.483532494171	-36.540704653595
9	0.78248587570621	200	0	74.996131346568	73.530017167134	-27.60650960436	-54.505514766776
10	0.72687861271676	200	0	116.79736549253	58.612060938285	-77.323930013327	-24.95750219291
1	0.74058577405858	200	0	84.994651436554	70.087331125301	-56.489342267369	-70.608357000769
2	0.68926553672316	200	0	157.46961695233	60.993293384572	-17.108273050307	-6.9096486608157
3	0.68027210884354	200	0	134.26990724164	72.898594042057	-10.530028256368	-30.357946715914
4	0.78688524590164	200	0	0	84.856073367227	-87.105636015302	-30.639074269621
5	0.7124824684432	200	0	162.53997010714	13.543284891947	-38.292894295611	-37.460029892856
6	0.73071528751753	200	0	70.506135204526	50.080799372808	-61.473470309325	-63.092291728603
7	0.65487977369165	200	0	200	68.077324652119	-55.936126223038	3.1341790999558
8	0.75675675675676	200	0	21.992361040378	68.006567277485	-47.235179244754	-41.096565553772
9	0.74297752808989	200	0	11.884709549631	66.177015450421	-24.845858643924	-63.111421796937
10	0.76495726495726	200	0	74.377660748265	52.750854844456	-69.591537011994	-42.419704744266
1	0.80311614730878	200	0	0	63.078598012771	-50.840408040632	-96.134813576379
2	0.72520107238606	200	0	76.419762444403	54.893964046114	-15.397445745276	-81.049854507927
3	0.76912378303199	200	0	48.198397892773	61.072718324432	-9.4770254307316	-86.071509348866
4	0.79753761969904	200	0	0	76.370466030505	-78.395072413772	-27.575166842659
5	0.72305593451569	200	0	105.05037398077	12.188956402752	-34.46360486605	-57.489596126372
6	0.78291316526611	200	0	12.512717686396	45.072719435527	-55.326123278392	-57.99341751813
7	0.65145228215768	200	0	183.69481130135	61.269592186907	-50.342513600734	-16.305188698647
8	0.79884225759768	200	0	0	61.205910549737	-42.511661320278	-44.708766775108
9	0.79656160458453	200	0	0	59.559313905379	-22.361272779531	-52.953614774156
10	0.7830985915493	200	0	18.898784163802	47.475769360011	-62.632383310795	-55.478876584463
1	0.77931034482759	200	0	0	56.770738211494	-45.756367236569	-86.521332218741
2	0.80582524271845	200	0	0	49.404567641503	-13.857701170748	-77.774884158152
3	0.80027173913043	200	0	0	54.965446491989	-8.5293228876585	-99.297569263994
4	0.76373626373626	200	0	0	68.733419427454	-70.555565172394	-24.817650158393
5	0.80528511821975	200	0	2.1422833597608	10.970060762477	-31.017244379445	-102.90809062101
6	0.79407616361072	200	0	0	40.565447491974	-49.793510950553	-55.329797110408
7	0.76415094339623	200	0	87.252242916334	55.142632968217	-45.308262240661	-96.442568385019
8	0.81058495821727	200	0	0	55.085319494763	-38.26049518825	-40.237890097597
9	0.81647398843931	200	0	0	53.603382514841	-20.125145501578	-47.658253296741
10	0.80938416422287	200	0	0	42.72819242401	-56.369144979715	-52.941401961783
1	0.78779069767442	200	0	0	51.093664390344	-41.180730512912	-77.869198996867
2	0.7726618705036	200	0	0	44.464110877353	-12.471931053673	-69.997395742337
3	0.84647887323944	200	0	0	49.46890184279	-7.6763905988926	-89.367812337594
4	0.77762237762238	200	0	0	61.860077484709	-63.500008655155	-22.335885142554
5	0.77207977207977	200	0	0	9.8730546862293	-27.915519941501	-92.83198716374
6	0.81523272214386	200	0	0	36.508902742777	-44.814159855498	-49.796817399368
7	0.8326359832636	200	0	0	49.628369671395	-40.777436016595	-127.38084300092
8	0.79523141654979	200	0	0	49.576787545287	-34.434445669425	-36.214101087837
9	0.80143884892086	200	0	0	48.243044263357	-18.112630951421	-42.892427967067
10	0.7877094972067	200	0	0	38.455373181609	-50.732230481744	-47.647261765605
1	0.79415855354659	200	0	0	45.98429795131	-37.062657461621	-70.08227909718
2	0.80985915492958	200	0	0	40.017699789617	-11.224737948306	-62.997656168103
3	0.78491620111732	200	0	0	44.522011658511	-6.9087515390034	-80.431031103835
4	0.82836879432624	200	0	0	55.674069736238	-57.150007789639	-20.102296628299
5	0.8	200	0	0	8.8857492176063	-25.123967947351	-82.918989698485
6	0.79862068965517	200	0	0	32.858012468499	-40.332743869948	-44.817135659431
7	0.78571428571429	200	0	0	44.665532704256	-36.699692414935	-114.64275870083
8	0.7883008356546	200	0	0	44.619108790758	-30.991001102483	-32.592690979053
9	0.82216142270862	200	0	0	43.418739837021	-16.301367856278	-38.60318517036
10	0.78620689655172	200	0	0	34.609835863448	-45.659007433569	-42.882535589045
1	0.77923976608187	200	0	0	41.385868156179	-33.356391715459	-63.074051187462
2	0.78378378378378	200	0	0	36.015929810656	-10.102264153476	-56.697890551293
3	0.80195258019526	200	0	0	40.06981049266	-6.217876385103	-72.387927993452
4	0.80992907801418	200	0	0	50.106662762614	-51.435007010675	-18.092066965469
5	0.80635838150289	200	0	0	7.9971742958457	-22.611571152615	-74.315761063704
6	0.76901798063624	200	0	0	29.572211221649	-36.299469482953	-40.335422093488
7	0.81398601398601	200	0	0	40.19897943383	-33.029723173442	-103.17848283074
8	0.7962962962963	200	0	0	40.157197911682	-27.891900992235	-29.333421881148
9	0.77147016011645	200	0	0	39.076865853319	-14.671231070651	-34.742866653324
10	0.81766381766382	200	0	0	31.148852277103	-41.093106690212	-38.59428203014
1	0.75414364640884	200	0	0	37.247281340561	-30.020752543913	-56.766646068716
2	0.81502086230876	200	0	0	32.41433682959	-9.092037738128	-51.028101496164
3	0.79399141630901	200	0	0	36.062829443394	-5.5960887465927	-65.149135194106
4	0.77679882525698	200	0	0	45.095996486353	-46.291506309608	-16.282860268922
5	0.81051175656985	200	0	0	7.1974568662611	-20.350414037354	-66.884184957334
6	0.81779053084648	200	0	0	26.614990099484	-32.669522534658	-36.301879884139
7	0.79800853485064	200	0	0	36.179081490447	-29.726750856098	-92.86063454767
8	0.78378378378378	200	0	0	36.141478120514	-25.102710893011	-26.400079693033
9	0.78762306610408	200	0	0	35.169179267987	-13.204107963586	-31.268579987992
10	0.7963224893918	200	0	0	28.033967049393	-36.983796021191	-34.734853827126
1	0.77167630057803	200	0	0	33.522553206505	-27.018677289522	-51.089981461844
2	0.78753541076487	200	0	0	29.172903146631	-8.1828339643152	-45.925291346547
3	0.79066478076379	200	0	0	32.456546499054	-5.0364798719334	-58.634221674696
4	0.79160839160839	200	0	0	40.586396837717	-41.662355678647	-14.65457424203
5	0.81027104136947	200	0	0	6.477711179635	-18.315372633619	-60.1957664616
6	0.80272108843537	200	0	0	23.953491089536	-29.402570281192	-32.671691895725
7	0.79694019471488	200	0	0	32.561173341402	-26.754075770488	-83.574571092903
8	0.79972183588317	200	0	0	32.527330308463	-22.59243980371	-23.76007172373
9	0.79639889196676	200	0	0	31.652261341188	-11.883697167227	-28.141721989192
10	0.78679504814305	200	0	0	25.230570344454	-33.285416419072	-31.261368444414
1	0.75656984785615	200	0	0	30.170297885854	-24.316809560569	-45.98098331566
2	0.78732394366197	200	0	0	26.255612831968	-7.3645505678836	-41.332762211893
3	0.77808988764045	200	0	0	29.210891849149	-4.5328318847401	-52.770799507226
4	0.78420310296192	200	0	0	36.527757153946	-37.496120110782	-13.189116817827
5	0.81027104136947	200	0	0	5.8299400616715	-16.483835370257	-54.17618981544
6	0.76511954992968	200	0	0	21.558141980582	-26.462313253073	-29.404522706153
7	0.7752808988764	200	0	0	29.305056007262	-24.078668193439	-75.217113983613
8	0.77051460361613	200	0	0	29.274597277616	-20.333195823339	-21.384064551357
9	0.79310344827586	200	0	0	28.487035207069	-10.695327450504	-25.327549790273
10	0.78571428571429	200	0	0	22.707513310008	-29.956874777165	-28.135231599972
1	0.78142857142857	200	0	0	27.153268097269	-21.885128604512	-41.382884984094
2	0.7725321888412	200	0	0	23.630051548771	-6.6280955110953	-37.199485990703
3	0.78359264497878	200	0	0	26.289802664234	-4.0795486962661	-47.493719556504
4	0.79551820728291	200	0	0	32.874981438551	-33.746508099704	-11.870205136044
5	0.79419889502762	200	0	0	5.2469460555044	-14.835451833231	-48.758570833896
6	0.83029453015428	200	0	0	19.402327782524	-23.816081927766	-26.464070435537
7	0.80394922425952	200	0	0	26.374550406536	-21.670801374095	-67.695402585251
8	0.79519774011299	200	0	0	26.347137549855	-18.299876241005	-19.245658096221
9	0.79945429740791	200	0	0	25.638331686363	-9.6257947054539	-22.794794811246
10	0.79461756373938	200	0	0	20.436761979007	-26.961187299448	-25.321708439975
1	0.41549295774648	65	27	117	1	122	95
2	0.59916782246879	178	138	142	-80	-66	197
3	0.53741496598639	136	65	140	121	163	68
4	0.6890756302521	131	173	59	61	29	22
5	0.64520743919886	159	151	116	-84	-103	60
6	0.4536231884058	113	29	138	155	-83	-138
7	0.68181818181818	116	194	48	-46	77	-142
8	0.54445964432285	76	51	53	75	-3	-120
9	0.59887005649718	38	178	45	-153	85	63
10	0.59300699300699	102	151	96	159	13	-31
1	0.43093922651934	89.800753807184	189.67136448256	181.49630726035	24.800753807184	162.67136448256	64.496307260353
2	0.38818565400844	93.239127780999	88.102777184362	200	-84.760872219001	-49.897222815638	154.76484267708
3	0.6866295264624	200	200	168.8637775811	106.90393688772	189.8149632252	28.863777581103
4	0.74540311173975	185.9	199.1	78.8	54.9	26.1	19.8
5	0.40373563218391	75.404699850459	64.582021546068	153.72385326701	-83.595300149541	-86.417978453932	37.723853267006
6	0.73768115942029	200	17.65349589526	0	147.41918698691	-11.34650410474	-158.95643177587
7	0.7350069735007	75.807846308786	200	0	-40.192153691214	67.609015167699	-126.91424604022
8	0.71267605633803	155.72884304331	75.42579729606	0	79.728843043306	24.42579729606	-106.66594439528
9	0.30737704918033	0	200	108.15802179022	-94.800283822138	74.193563646352	63.158021790216
10	0.72957746478873	200	172.05840937529	52.360856959746	155.4360850856	21.058409375286	-43.639143040254
1	0.54091539528433	156.18977151687	200	192.44942280666	66.389017709685	150.72792801554	10.95311554631
2	0.32336182336182	57.810916346221	84.799074472902	200	-35.428211434778	-3.3037027114604	93.360699484237
3	0.69004207573633	200	200	156.10361066502	90.148955351421	170.44636555071	-12.760166916082
4	0.74152542372881	200	200	96.62	49.41	23.49	17.82
5	0.30122116689281	15.006886090925	3.6685350854852	179.09758885557	-60.397813759534	-60.913486460583	25.373735588567
6	0.73582295988935	200	65.69312997619	0	128.15061189612	48.039634080929	-117.76287911618
7	0.79519774011299	80.260515346456	200	0	4.4526690376693	60.516000549333	-85.144474318674
8	0.80547550432277	200	158.36291776993	0	86.626074992283	82.937120473869	-57.162086855678
9	0.26300984528833	10.346995147557	200	137.5829742555	10.346995147557	61.612819299905	29.424952465286
10	0.81527777777778	200	197.80335464451	19.726680709031	136.35080202643	25.744945269225	-32.634176250715
1	0.70428571428571	200	200	129.93045717123	78.108108497926	134.73466525782	-62.518965635432
2	0.32558139534884	46.09678620607	92.21739947997	200	-11.714130140151	7.4183250070684	71.02775148103
3	0.74726775956284	200	200	86.840209056104	81.134059816279	152.47106921148	-69.263401608917
4	0.7475317348378	200	200	99.305757768412	40.444645619068	20.647983756074	2.6857577684121
5	0.24649859943978	0	0	187.59946136211	-31.353367877416	-31.020512077363	8.5018725065328
6	0.81107954545455	200	161.35777450328	0	115.3355507065	95.664644527087	-96.17923953702
7	0.82265275707899	131.59437598276	200	0	51.3338606363	53.596186925903	-68.833150704591
8	0.88655462184874	200	200	0	77.963467493055	85.041856076848	-46.244950570839
9	0.59493670886076	84.579068856161	200	101.80336584737	74.232073708604	48.397161557937	-35.779608408128
10	0.89710144927536	200	200	0	122.71572182379	23.170450742303	-29.370758625644
1	0.84180790960452	200	200	10.706575803202	70.297297648134	121.26119873204	-119.22388136803
2	0.5375	123.64341735226	155.35193643247	162.18959622489	77.546631146193	63.134536952501	-37.810403775109
3	0.88340192043896	200	200	0	73.020653834651	137.22396229033	-100.38116682845
4	0.76390773405699	200	200	85.207337875192	36.400181057161	18.583185380467	-14.098419893221
5	0.49421965317919	85.546924505894	84.241050223851	104.10111901686	85.546924505894	84.241050223851	-83.498342345244
6	0.8748280605227	200	200	0	103.80199563585	97.970224633707	-86.561315583318
7	0.87719298245614	200	200	0	72.02872800879	48.236568233313	-61.949835634132
8	0.87482614742698	200	200	0	70.167120743749	76.537670469163	-41.620455513755
9	0.84173669467787	192.46231542099	200	12.199527907955	107.88324656483	38.798645389936	-89.603837939419
10	0.87308228730823	200	200	0	110.44414964141	20.853405668073	-26.433682763079
1	0.86330935251799	200	200	0	63.26756788332	109.13507885884	-112.07986673341
2	0.73593073593074	200	200	111.14331384459	79.292279466809	60.74499431046	-51.046282380298
3	0.87843704775687	200	200	0	65.718588451186	123.5015660613	-90.343050145605
4	0.78674351585014	200	200	48.030784240507	32.760162951445	16.72486684242	-37.176553634685
5	0.86416184971098	200	200	0	133.63912873635	131.50012183888	-109.84757776559
6	0.89245810055866	200	200	0	93.421796072268	88.173202170336	-77.905184024986
7	0.8757225433526	200	200	0	64.825855207911	43.412911409982	-55.754852070719
8	0.87465181058496	200	200	0	63.150408669374	68.883903422247	-37.45840996238
9	0.85734463276836	200	200	0	98.357030323605	34.918780850943	-82.686140685807
10	0.86901408450704	200	200	0	99.399734677267	18.768065101265	-23.790314486771
1	0.90409026798307	200	200	0	56.940811094988	98.221570972952	-100.87188006007
2	0.78783592644979	200	200	29.386289028016	71.363051520128	54.670494879414	-81.757024816577
3	0.86730506155951	200	200	0	59.146729606067	111.15140945517	-81.308745131044
4	0.87204450625869	200	200	0	29.484146656301	15.052380158178	-51.874827645453
5	0.88543140028289	200	200	0	120.27521586272	118.35010965499	-98.862819989032
6	0.86808510638298	200	200	0	84.079616465041	79.355881953302	-70.114665622488
7	0.8716119828816	200	200	0	58.34326968712	39.071620268983	-50.179366863647
8	0.86350974930362	200	200	0	56.835367802437	61.995513080022	-33.712568966142
9	0.86211699164345	200	200	0	88.521327291245	31.426902765848	-74.417526617227
10	0.89305555555556	200	200	0	89.45976120954	16.891258591139	-21.411283038094
1	0.86274509803922	200	200	0	51.24672998549	88.399413875657	-90.784692054061
2	0.86395511921459	200	200	0	64.226746368115	49.203445391473	-83.337889562184
3	0.88751714677641	200	200	0	53.23205664546	100.03626850965	-73.17787061794
4	0.87430939226519	200	200	0	26.535731990671	13.54714214236	-46.687344880908
5	0.87270155586987	200	200	0	108.24769427645	106.51509868949	-88.976537990129
6	0.8884239888424	200	200	0	75.671654818537	71.420293757972	-63.103199060239
7	0.86344238975818	200	200	0	52.508942718408	35.164458242085	-45.161430177282
8	0.86030428769018	200	200	0	51.151831022193	55.79596177202	-30.341312069528
9	0.85352112676056	200	200	0	79.66919456212	28.284212489264	-66.975773955504
10	0.8822695035461	200	200	0	80.513785088586	15.202132732025	-19.270154734285
1	0.8822695035461	200	200	0	46.122056986941	79.559472488091	-81.706222848655
2	0.87212643678161	200	200	0	57.804071731304	44.283100852326	-75.004100605965
3	0.87828492392808	200	200	0	47.908850980914	90.032641658684	-65.860083556146
4	0.87634408602151	200	200	0	23.882158791603	12.192427928124	-42.018610392817
5	0.87941176470588	200	200	0	97.422924848802	95.863588820541	-80.078884191116
